object_id,title,object_begin_date,object_end_date,department,century,accessionyear
10209,Shipwreck off Nantucket (Wreck off Nantucket after a Storm),1860,1861,The American Wing,19th Century CE,1971
10210,Emma Homan,1841,1844,The American Wing,19th Century CE,1966
10215,Marine Landscape,1892,1895,The American Wing,19th Century CE,1908
10235,"View at Amalfi, Bay of Salerno",1857,1857,The American Wing,19th Century CE,1903
10239,Meditation,1897,1910,The American Wing,19th Century CE,1909
10240,The Music Lesson,1870,1870,The American Wing,19th Century CE,1921
10241,To Decide the Question,1897,1897,The American Wing,19th Century CE,1963
10246,Lady with a Dog,1786,1786,The American Wing,18th Century CE,1964
10247,Portrait of a Young Woman,1801,1801,The American Wing,19th Century CE,1965
10251,"Spring, Luxembourg Garden",1902,1902,The American Wing,20th Century CE,1967
10252,Alan Harriman,1905,1905,The American Wing,20th Century CE,1953
10254,Henry George,1903,1903,The American Wing,20th Century CE,1914
10255,In the Garden,1906,1906,The American Wing,20th Century CE,1906
10256,Mother and Child,1894,1894,The American Wing,19th Century CE,1968
10258,Early Morning—Venice,1902,1905,The American Wing,20th Century CE,1909
10259,Eleanor Hardy Bunker,1890,1890,The American Wing,19th Century CE,1893
10337,Consolation of Ariadne,1915,1915,The American Wing,20th Century CE,1918
10338,Eurydice Bitten by the Snake,1930,1930,The American Wing,20th Century CE,1932
10351,"Yankee Point, Monterey",1921,1926,The American Wing,20th Century CE,1926
10352,"Un Jardin, Maison Baptiste",1895,1895,The American Wing,19th Century CE,1976
10353,"Wall Street, Half Past Two, October 13, 1857",1857,1857,The American Wing,19th Century CE,1954
10371,After a Long Cruise,1857,1857,The American Wing,19th Century CE,1949
10375,Blackfish and Clams,1877,1890,The American Wing,19th Century CE,1905
10376,The Open Sea,1909,1909,The American Wing,20th Century CE,1910
10381,Mountain Lake Scene,1883,1883,The American Wing,19th Century CE,1979
10388,The Cup of Tea,1877,1884,The American Wing,19th Century CE,1922
10391,Lady at the Tea Table,1883,1885,The American Wing,19th Century CE,1923
10393,Lydia Crocheting in the Garden at Marly,1880,1880,The American Wing,19th Century CE,1965
10400,Mother and Child (Baby Getting Up from His Nap),1896,1899,The American Wing,19th Century CE,1909
10401,Mother and Child (The Oval Mirror),1896,1899,The American Wing,19th Century CE,1929
10402,Mother and Child with a Rose Scarf,1905,1908,The American Wing,20th Century CE,1967
10406,Portrait of a Young Girl,1899,1899,The American Wing,19th Century CE,1922
10421,The Last Throw,1837,1840,The American Wing,19th Century CE,1995
10422,Spring: Margot Standing in a Garden (Fillette dans un jardin),1900,1900,The American Wing,19th Century CE,1982
10423,Taking the Census,1854,1854,The American Wing,19th Century CE,2006
10425,Young Mother Sewing,1900,1900,The American Wing,19th Century CE,1929
10430,Violin and Bow,1889,1889,The American Wing,19th Century CE,1966
10431,The Constitution and the Guerriere,1842,1845,The American Wing,19th Century CE,1962
10434,"Screen: ""Porcupines"" and ""Nightmare""",1914,1914,The American Wing,20th Century CE,1927
10435,The Roman Campagna,1864,1864,The American Wing,19th Century CE,1967
10436,George Washington: Design for an Engraving,1857,1860,The American Wing,19th Century CE,1883
10437,Adult Funeral Procession,1870,1870,The American Wing,19th Century CE,1954
10438,Baked Pears in Duane Park,1870,1870,The American Wing,19th Century CE,1954
10439,Baptism,1870,1870,The American Wing,19th Century CE,1954
10440,Bathing Party,1870,1870,The American Wing,19th Century CE,1954
10441,Berg's Ship Yard,1870,1870,The American Wing,19th Century CE,1954
10442,The Boot Black,1870,1870,The American Wing,19th Century CE,1954
10443,Bull's Head Tavern,1870,1870,The American Wing,19th Century CE,1954
10444,Buttermilk Pedlar,1870,1870,The American Wing,19th Century CE,1954
10445,Chimney Sweeps,1870,1870,The American Wing,19th Century CE,1954
10446,City Watchman,1870,1870,The American Wing,19th Century CE,1954
10447,The Dog Killer,1870,1870,The American Wing,19th Century CE,1954
10448,Fighting a Fire,1870,1870,The American Wing,19th Century CE,1954
10449,Firemen's Washing Day,1870,1870,The American Wing,19th Century CE,1954
10450,Fly Market,1870,1870,The American Wing,19th Century CE,1954
10451,The Garbage Cart,1870,1870,The American Wing,19th Century CE,1954
10452,Hot Corn Seller,1870,1870,The American Wing,19th Century CE,1954
10453,House Raising,1870,1870,The American Wing,19th Century CE,1954
10454,Infant Funeral Procession,1870,1870,The American Wing,19th Century CE,1954
10455,The Lamp Lighter,1870,1870,The American Wing,19th Century CE,1954
10456,Militia Drilling,1870,1870,The American Wing,19th Century CE,1954
10457,Old Ferry Stairs,1870,1870,The American Wing,19th Century CE,1954
10458,The Sewer,1870,1870,The American Wing,19th Century CE,1954
10459,Strawberry Pedlar,1870,1870,The American Wing,19th Century CE,1954
10460,Tea Party,1870,1870,The American Wing,19th Century CE,1954
10461,Tea Rusk and Brick House,1870,1870,The American Wing,19th Century CE,1954
10462,Tea water pump,1870,1870,The American Wing,19th Century CE,1954
10463,The Baker's Wagon,1870,1870,The American Wing,19th Century CE,1954
10464,At the Seaside,1889,1892,The American Wing,19th Century CE,1967
10465,Carmencita,1890,1890,The American Wing,19th Century CE,1906
10466,Edward Guthrie Kennedy,1892,1895,The American Wing,19th Century CE,1973
10467,Fish,1909,1910,The American Wing,20th Century CE,1925
10468,For the Little One,1893,1896,The American Wing,19th Century CE,1913
10469,James Abbott McNeill Whistler,1885,1885,The American Wing,19th Century CE,1918
10470,Lady in Black,1888,1888,The American Wing,19th Century CE,1891
10471,Alice Gerson in Prospect Park,1886,1886,The American Wing,19th Century CE,1963
10472,Bessie Potter,1892,1895,The American Wing,19th Century CE,1955
10473,Pink Azalea—Chinese Vase,1877,1890,The American Wing,19th Century CE,1979
10474,Roland,1899,1902,The American Wing,19th Century CE,1937
10475,Seventeenth Century Lady,1892,1895,The American Wing,19th Century CE,1906
10476,Still Life: Fish,1907,1908,The American Wing,20th Century CE,1908
10478,Houqua,1838,1848,The American Wing,19th Century CE,1941
10480,The Aegean Sea,1874,1877,The American Wing,19th Century CE,1902
10481,Heart of the Andes,1859,1859,The American Wing,19th Century CE,1909
10482,The Parthenon,1871,1871,The American Wing,19th Century CE,1915
10491,Bay and Harbor of New York from Bedlow's Island,1850,1860,The American Wing,19th Century CE,1954
10492,Bay and Harbor of New York from Bedlow's Island,1864,1866,The American Wing,19th Century CE,1954
10493,The Rain,1889,1889,The American Wing,19th Century CE,1892
10496,The Mountain Ford,1846,1846,The American Wing,19th Century CE,1915
10497,"View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm—The Oxbow",1836,1836,The American Wing,19th Century CE,1908
10499,The Titan's Goblet,1833,1833,The American Wing,19th Century CE,1904
10500,A View near Tivoli (Morning),1832,1832,The American Wing,19th Century CE,1903
10501,View on the Catskill—Early Autumn,1836,1837,The American Wing,19th Century CE,1895
10503,Alexander Stewart Wetherill,1887,1900,The American Wing,19th Century CE,1965
10504,Mrs. Alfred Q. Collins,1885,1903,The American Wing,19th Century CE,1905
10505,Egyptian Revival Triptych,1882,1885,The American Wing,19th Century CE,1978
10507,"Finish—First International Race for America's Cup, August 8, 1870",1870,1870,The American Wing,19th Century CE,1962
10508,"The Hill of the Alhambra, Granada",1865,1865,The American Wing,19th Century CE,1968
10509,"Spanish Peaks, Southern Colorado, Late Afternoon",1887,1887,The American Wing,19th Century CE,1893
10510,Clearing Off,1888,1907,The American Wing,19th Century CE,1912
10516,James Merrill Cook,1840,1840,The American Wing,19th Century CE,1931
10517,Mrs. James Merrill Cook,1840,1840,The American Wing,19th Century CE,1931
10519,Grand Central Station,1909,1909,The American Wing,20th Century CE,1941
10521,New York from the Harbor Showing the Battery and Castle Garden,1858,1858,The American Wing,19th Century CE,1954
10522,Daniel Crommelin Verplanck,1771,1771,The American Wing,18th Century CE,1949
10524,Gulian Verplanck,1771,1771,The American Wing,18th Century CE,1949
10526,Joseph Sherburne,1764,1770,The American Wing,18th Century CE,1923
10527,Midshipman Augustus Brine,1782,1782,The American Wing,18th Century CE,1943
10530,Mrs. Jerathmael Bowers,1760,1763,The American Wing,18th Century CE,1915
10531,Mrs. John Winthrop,1773,1773,The American Wing,18th Century CE,1931
10533,Mrs. Sylvanus Bourne,1766,1766,The American Wing,18th Century CE,1924
10534,The Return of Neptune,1751,1754,The American Wing,18th Century CE,1959
10535,Richard Dana,1767,1770,The American Wing,18th Century CE,2014
10537,Samuel Verplanck,1771,1771,The American Wing,18th Century CE,1939
10554,Watson and the Shark,1775,1778,The American Wing,18th Century CE,1942
10555,The Peace Pipe,1901,1901,The American Wing,20th Century CE,1917
10557,Augustus Saint-Gaudens,1887,1908,The American Wing,19th Century CE,1908
10559,The Harp Player (A Solo),1888,1888,The American Wing,19th Century CE,1912
10560,Landscape,1883,1883,The American Wing,19th Century CE,1964
10566,William Henry Huntington,1877,1881,The American Wing,19th Century CE,1890
10570,Autumn Uplands,1907,1908,The American Wing,20th Century CE,1909
10578,"Autumn Landscape, Sugar Loaf Mountain, Orange County, New York",1867,1875,The American Wing,19th Century CE,1961
10584,"Pompton Plains, New Jersey",1867,1867,The American Wing,19th Century CE,1925
10586,The Valley of Wyoming,1865,1865,The American Wing,19th Century CE,1966
10587,"View near Sherburne, Chenango County, New York",1853,1853,The American Wing,19th Century CE,1877
10589,"Wyoming Valley, Pennsylvania",1864,1864,The American Wing,19th Century CE,1925
10590,Skating on the Wissahickon,1875,1875,The American Wing,19th Century CE,1974
10607,The Cloud,1904,1910,The American Wing,20th Century CE,1912
10610,Slumbering Fog,1897,1905,The American Wing,19th Century CE,1906
10612,Heart's Ease,1863,1863,The American Wing,19th Century CE,1890
10614,The Quartette (Un quatuor),1884,1884,The American Wing,19th Century CE,1887
10628,Adventure,1914,1918,The American Wing,20th Century CE,1931
10629,Artemis,1908,1909,The American Wing,20th Century CE,1976
10630,Athlete and Dancer,1892,1897,The American Wing,19th Century CE,1948
10644,Dance—Uplift,1917,1928,The American Wing,20th Century CE,1931
10647,Exaltation,1917,1930,The American Wing,20th Century CE,1967
10649,Girdle of Ares,1905,1914,The American Wing,20th Century CE,1914
10657,Italian Hill Town,1922,1925,The American Wing,20th Century CE,1931
10674,A Measure of Dreams,1905,1908,The American Wing,20th Century CE,1909
10705,Unicorns (Legend—Sea Calm),1903,1906,The American Wing,20th Century CE,1931
10708,Visions of the Sea,1901,1904,The American Wing,20th Century CE,1967
10730,August,1905,1908,The American Wing,20th Century CE,1909
10738,Gooseberries,1896,1896,The American Wing,19th Century CE,1980
10742,The Wood Cart,1908,1908,The American Wing,20th Century CE,1909
10743,Sun Shower,1911,1912,The American Wing,20th Century CE,1920
10745,Green and Gold,1916,1917,The American Wing,20th Century CE,1953
10746,The Letter,1895,1900,The American Wing,19th Century CE,1910
10747,Lilac Dress,1918,1919,The American Wing,20th Century CE,1967
10749,Tobias and the Angel,1887,1887,The American Wing,19th Century CE,1919
10762,Venus in Atrium,1908,1910,The American Wing,20th Century CE,1972
10767,Windflowers,1912,1912,The American Wing,20th Century CE,1917
10768,On the Hudson,1830,1835,The American Wing,19th Century CE,1891
10769,A River Glimpse,1840,1850,The American Wing,19th Century CE,1895
10771,Spring Landscape,1850,1856,The American Wing,19th Century CE,1917
10777,Landscape with Shepherd,1852,1852,The American Wing,19th Century CE,1975
10783,John Adams Conant,1829,1829,The American Wing,19th Century CE,1913
10784,Mrs. John Adams Conant,1829,1829,The American Wing,19th Century CE,1913
10785,Ariadne,1828,1835,The American Wing,19th Century CE,1897
10786,The Beeches,1845,1845,The American Wing,19th Century CE,1915
10788,High Point: Shandaken Mountains,1853,1853,The American Wing,19th Century CE,1877
10790,In the Woods,1855,1855,The American Wing,19th Century CE,1895
10791,Jonathan Sturges,1837,1840,The American Wing,19th Century CE,1977
10793,"Landscape—Scene from ""Thanatopsis""",1850,1850,The American Wing,19th Century CE,1911
10794,Luman Reed,1835,1835,The American Wing,19th Century CE,1963
10795,Mrs. Winfield Scott,1831,1831,The American Wing,19th Century CE,1965
10796,River Scene,1854,1854,The American Wing,19th Century CE,1970
10798,Summer Afternoon,1865,1865,The American Wing,19th Century CE,1915
10799,View of New York from New Jersey,1847,1850,The American Wing,19th Century CE,1977
10800,Boy of the Crossfield Family (Possibly Richard Crossfield),1763,1768,The American Wing,18th Century CE,1969
10801,Susannah or Mary Bontecou,1765,1770,The American Wing,18th Century CE,1962
10805,Red School House (Country Scene),1858,1858,The American Wing,19th Century CE,2011
10806,Lady with Fan,1873,1873,The American Wing,19th Century CE,1966
10808,Mrs. Augustus Jay,1697,1700,The American Wing,17th Century CE,1970
10809,Portrait of a Lady,1705,1715,The American Wing,18th Century CE,1972
10810,Arcadia,1880,1883,The American Wing,19th Century CE,1967
10811,The Artist's Wife and His Setter Dog,1881,1889,The American Wing,19th Century CE,1923
10812,Carmelita Requena,1869,1869,The American Wing,19th Century CE,1979
10813,The Chess Players,1876,1876,The American Wing,19th Century CE,1881
10817,James MacAlister (Sketch),1892,1895,The American Wing,19th Century CE,1967
10819,The Champion Single Sculls (Max Schmitt in a Single Scull),1871,1871,The American Wing,19th Century CE,1934
10820,Mrs. Mary Arthur,1900,1900,The American Wing,19th Century CE,1965
10824,Pushing for Rail,1874,1874,The American Wing,19th Century CE,1916
10825,Signora Gomez d'Arza,1901,1902,The American Wing,20th Century CE,1927
10827,The Thinker: Portrait of Louis N. Kenton,1900,1900,The American Wing,19th Century CE,1917
10828,The Writing Master,1882,1882,The American Wing,19th Century CE,1917
10830,Elijah Boardman,1789,1789,The American Wing,18th Century CE,1979
10832,Lady Williams and Child,1783,1783,The American Wing,18th Century CE,1906
10833,Marinus Willett,1788,1791,The American Wing,18th Century CE,1917
10834,Master Rees Goring Thomas,1780,1784,The American Wing,18th Century CE,1915
10835,Mrs. Noah Smith and Her Children,1798,1798,The American Wing,18th Century CE,1964
10836,Mrs. Williams,1837,1837,The American Wing,19th Century CE,1966
10837,The Alling Children,1836,1839,The American Wing,19th Century CE,1966
10843,The New Bonnet,1858,1858,The American Wing,19th Century CE,1975
10845,Samuel Humes,1822,1825,The American Wing,19th Century CE,1959
10846,Isaac D. Fletcher,1914,1914,The American Wing,20th Century CE,1917
10848,Andrew Varick Stout,1859,1859,The American Wing,19th Century CE,1965
10849,Caleb Gasper,1852,1852,The American Wing,19th Century CE,1900
10850,Mathew B. Brady,1857,1857,The American Wing,19th Century CE,1896
10851,Mrs. James Clinton Griswold,1854,1854,The American Wing,19th Century CE,1900
10852,Portrait of the Artist,1847,1850,The American Wing,19th Century CE,1887
10853,Preston Hodges,1850,1850,The American Wing,19th Century CE,1927
10858,The Tow Boat Conqueror,1852,1852,The American Wing,19th Century CE,1962
10859,Calliope,1869,1869,The American Wing,19th Century CE,1874
10860,Clio,1869,1869,The American Wing,19th Century CE,1874
10861,Erato,1869,1869,The American Wing,19th Century CE,1874
10862,Euterpe,1869,1869,The American Wing,19th Century CE,1874
10863,Melpomene,1869,1869,The American Wing,19th Century CE,1874
10864,Polyhymnia,1869,1869,The American Wing,19th Century CE,1874
10865,Terpsichore,1869,1869,The American Wing,19th Century CE,1874
10866,Thalia,1869,1869,The American Wing,19th Century CE,1874
10867,Urania,1869,1869,The American Wing,19th Century CE,1874
10874,Tench Francis,1746,1746,The American Wing,18th Century CE,1934
10878,The Death of the First Born,1865,1880,The American Wing,19th Century CE,1966
10879,Egyptian Scene (possibly Moses and Zipporah),1865,1880,The American Wing,19th Century CE,1966
10880,Girl of the Bangs-Phelps Family,1845,1848,The American Wing,19th Century CE,1963
10890,Mark Twain,1890,1890,The American Wing,19th Century CE,1917
10894,In the Connecticut Hills,1913,1914,The American Wing,20th Century CE,1914
10895,Still Life with Fruit,1854,1857,The American Wing,19th Century CE,1982
10897,Alphonso T. Clearwater,1894,1906,The American Wing,19th Century CE,1933
10905,Henry Clay,1837,1840,The American Wing,19th Century CE,1968
10915,Summer,1914,1914,The American Wing,20th Century CE,1966
10916,Woman with a Mirror (Femme qui se mire),1911,1911,The American Wing,20th Century CE,1912
10919,Christopher Colles,1809,1816,The American Wing,19th Century CE,1917
10922,And She Was a Witch,1877,1884,The American Wing,19th Century CE,1887
10923,Ideal Head of a Boy (George Spencer Fuller),1864,1873,The American Wing,19th Century CE,1887
10924,Nydia,1882,1882,The American Wing,19th Century CE,1887
10925,The Quadroon,1880,1880,The American Wing,19th Century CE,1910
10930,Sir Casper Purdon Clarke,1903,1906,The American Wing,20th Century CE,1970
10933,A Difficult Question (Une Question Difficile),1883,1883,The American Wing,19th Century CE,1908
10934,Broad Acres,1887,1887,The American Wing,19th Century CE,1887
10935,"Le Grand Salon, Musée Jacquemart-André",1912,1913,The American Wing,20th Century CE,1961
10936,"The Green Lacquer Room, Museo Correr, Venice",1909,1922,The American Wing,20th Century CE,1923
10937,The Green Salon,1911,1912,The American Wing,20th Century CE,1912
10939,William Henry Huntington,1887,1887,The American Wing,19th Century CE,1911
10944,Near the Coast,1882,1885,The American Wing,19th Century CE,1885
10945,Isola Bella in Lago Maggiore,1871,1871,The American Wing,19th Century CE,1921
10946,A Gorge in the Mountains (Kauterskill Clove),1862,1862,The American Wing,19th Century CE,1915
10947,Tivoli,1870,1870,The American Wing,19th Century CE,1912
10950,"Garden Gate, Near Ascain #7",1912,1912,The American Wing,20th Century CE,1972
10952,The Green Sofa,1927,1940,The American Wing,20th Century CE,1944
10954,White Mules on a Bridge,1927,1940,The American Wing,20th Century CE,1945
10955,A Window at Night,1930,1933,The American Wing,20th Century CE,1938
10959,"The Celebration of Armistice Day, 1918",1919,1919,The American Wing,20th Century CE,1970
10960,Louis Kronberg in His Studio in Copley Hall,1910,1913,The American Wing,20th Century CE,1975
10966,The Greek Lovers,1846,1846,The American Wing,19th Century CE,1902
10967,The Pride of the Village,1858,1859,The American Wing,19th Century CE,1949
10968,The Wages of War,1848,1848,The American Wing,19th Century CE,1873
10974,"Silver Clouds, Arizona",1911,1914,The American Wing,20th Century CE,1914
10975,Charles Loring Elliott,1868,1868,The American Wing,19th Century CE,1903
10976,The Crossing Sweeper,1860,1870,The American Wing,19th Century CE,1925
10978,A Bachelor's Drawer,1890,1894,The American Wing,19th Century CE,1970
10980,Niagara Falls,1902,1902,The American Wing,20th Century CE,1978
10984,On Hampstead Heath,1856,1856,The American Wing,19th Century CE,1912
10988,Eunice Harriet Brigham,1832,1835,The American Wing,19th Century CE,1955
10989,Mrs. Francis Stanton Blake,1837,1844,The American Wing,19th Century CE,1925
10990,Mrs. Thomas Brewster Coolidge,1824,1827,The American Wing,19th Century CE,1920
10991,Stephen Van Rensselaer,1825,1828,The American Wing,19th Century CE,1954
10993,The Artist's Letter Rack,1879,1879,The American Wing,19th Century CE,1966
10994,The Banker's Table,1877,1877,The American Wing,19th Century CE,1956
10995,New York Daily News,1888,1888,The American Wing,19th Century CE,1973
10996,Still Life,1888,1888,The American Wing,19th Century CE,1967
10997,Still Life—Violin and Music,1888,1888,The American Wing,19th Century CE,1963
11001,Castles in Spain (Chateaux en Espagne),1881,1882,The American Wing,19th Century CE,1912
11006,Godesberg,1852,1852,The American Wing,19th Century CE,1973
11007,Mountain Range,1850,1855,The American Wing,19th Century CE,1973
11008,Pasture Scene,1876,1876,The American Wing,19th Century CE,1921
11011,Scene at Napanoch,1883,1883,The American Wing,19th Century CE,1897
11012,"Seashore, Morning",1866,1866,The American Wing,19th Century CE,1909
11020,"Santa Maria della Salute, Sunset",1870,1885,The American Wing,19th Century CE,1954
11028,"Avenue of the Allies, Great Britain, 1918",1918,1918,The American Wing,20th Century CE,1967
11029,Broadway and 42nd Street,1902,1902,The American Wing,20th Century CE,1967
11031,The Church at Gloucester,1918,1918,The American Wing,20th Century CE,1925
11032,"Coast Scene, Isles of Shoals",1901,1901,The American Wing,20th Century CE,1909
11034,Golden Afternoon,1908,1908,The American Wing,20th Century CE,1911
11035,"July Fourteenth, Rue Daunou, 1910",1910,1910,The American Wing,20th Century CE,1929
11036,Peach Blossoms—Villiers-le-Bel,1887,1889,The American Wing,19th Century CE,1979
11038,Spring Morning in the Heart of the City,1890,1899,The American Wing,19th Century CE,1943
11040,Molly Wales Fobes,1790,1790,The American Wing,18th Century CE,1963
11042,View of the Bay and City of New York from Weehawken,1840,1840,The American Wing,19th Century CE,1954
11046,The Trousseau,1910,1910,The American Wing,20th Century CE,1911
11050,Approaching Thunder Storm,1859,1859,The American Wing,19th Century CE,1975
11051,Hummingbird and Apple Blossoms,1875,1875,The American Wing,19th Century CE,1979
11052,Hummingbird and Passionflowers,1872,1885,The American Wing,19th Century CE,1946
11053,Newburyport Meadows,1873,1881,The American Wing,19th Century CE,1985
11054,Alexander Van Rensselaer,1837,1837,The American Wing,19th Century CE,1961
11055,Euphemia White Van Rensselaer,1842,1842,The American Wing,19th Century CE,1923
11057,Moses Pond,1832,1832,The American Wing,19th Century CE,1939
11058,Portrait of the Artist,1851,1851,The American Wing,19th Century CE,1891
11060,The 9:45 Accommodation,1867,1867,The American Wing,19th Century CE,1939
11061,A Carriage Ride,1870,1900,The American Wing,19th Century CE,1979
11062,"The North Dutch Church, Fulton and William Streets, New York",1869,1869,The American Wing,19th Century CE,1915
11063,"Saint George's Church, New York",1875,1875,The American Wing,19th Century CE,1933
11075,Courtlandt Palmer,1906,1906,The American Wing,20th Century CE,1950
11077,Portrait of a Russian Nobleman (D. C. Imboden),1915,1918,The American Wing,20th Century CE,1923
11079,Mrs. Richard Galloway,1764,1764,The American Wing,18th Century CE,1922
11080,The Falls of Niagara,1822,1825,The American Wing,19th Century CE,1962
